open_lo,open_hi,lbc_lo,lbc_hi,zbc_max,mv_lo,mv_hi,fbt_max,plate_min,top_n,tp,sl,cost,rank,require_not_one_word,n,days,win_rate,avg_ret,sum_ret,max_dd,tp_share,in_n,in_wr,in_avg,oos_n,oos_wr,oos_avg
2.5,5.5,1,3,0,20,150,100000,1,2,0.008,0.0,0.0015,score,True,38,37,0.9210526315789473,6.817713200229888e-05,0.0025907310160873578,-0.09651380475393079,0.9210526315789473,27,0.9259259259259259,0.00033271126423581006,11,0.9090909090909091,-0.0005811339198435912
2.5,5.5,1,3,0,20,150,100000,1,3,0.008,0.0,0.0015,score,True,38,37,0.9210526315789473,6.817713200229888e-05,0.0025907310160873578,-0.09651380475393079,0.9210526315789473,27,0.9259259259259259,0.00033271126423581006,11,0.9090909090909091,-0.0005811339198435912
2.5,5.5,1,3,0,20,150,100000,1,2,0.008,0.0,0.0015,open_pct,True,38,37,0.9210526315789473,6.817713200229884e-05,0.002590731016087356,-0.09651380475393079,0.9210526315789473,27,0.9259259259259259,0.00033271126423581006,11,0.9090909090909091,-0.0005811339198435912
2.5,5.5,1,3,0,20,150,100000,1,3,0.008,0.0,0.0015,open_pct,True,38,37,0.9210526315789473,6.817713200229884e-05,0.002590731016087356,-0.09651380475393079,0.9210526315789473,27,0.9259259259259259,0.00033271126423581006,11,0.9090909090909091,-0.0005811339198435912
2.5,5.5,1,4,0,20,150,100000,2,2,0.008,0.0,0.0015,score,True,38,37,0.9210526315789473,6.817713200229884e-05,0.002590731016087356,-0.09064114448483129,0.9210526315789473,29,0.9310344827586207,0.0007580415218747196,9,0.8888888888888888,-0.0021547192353643893
2.5,5.5,1,4,0,20,150,100000,2,3,0.008,0.0,0.0015,score,True,38,37,0.9210526315789473,6.817713200229884e-05,0.002590731016087356,-0.09064114448483129,0.9210526315789473,29,0.9310344827586207,0.0007580415218747196,9,0.8888888888888888,-0.0021547192353643893
2.5,5.5,1,4,1,25,120,100000,2,1,0.008,0.0,0.0015,score,True,38,38,0.9210526315789473,6.817713200229884e-05,0.002590731016087356,-0.09651380475393079,0.9210526315789473,25,0.92,-0.00016067183462532519,13,0.9230769230769231,0.0005082712985938841
2.5,5.5,1,3,1,25,120,100000,2,2,0.008,0.0,0.0015,score,True,38,35,0.9210526315789473,6.817713200229871e-05,0.002590731016087351,-0.10234853924881349,0.9210526315789473,23,0.9130434782608695,-0.0007398606898101372,15,0.9333333333333333,0.0013071684587813665
2.5,5.5,1,3,1,25,120,100000,2,2,0.008,0.0,0.0015,open_pct,True,38,35,0.9210526315789473,6.817713200229871e-05,0.002590731016087351,-0.10234853924881349,0.9210526315789473,23,0.9130434782608695,-0.0007398606898101372,15,0.9333333333333333,0.0013071684587813665
2.5,5.5,1,3,1,25,120,100000,2,3,0.008,0.0,0.0015,score,True,38,35,0.9210526315789473,6.817713200229871e-05,0.002590731016087351,-0.10234853924881349,0.9210526315789473,23,0.9130434782608695,-0.0007398606898101372,15,0.9333333333333333,0.0013071684587813665
