date,code,name,price,pct,amount,float_mv,total_mv,turnover,lianban,first_seal,last_seal,seal_amt,open_times,industry,zt_days,zt_count,market_flag
20260813,002066,瑞泰科技,21.93,9.979939460754395,220075324,5065830000.0,5151510510.0,4.4405646324157715,1,103006,103006,74024715,0,装修建材,1,1,0
20260813,002396,星网锐捷,32.38,9.98641300201416,3500496320,24525101132.280003,24626750435.84,14.67238712310791,1,103224,144151,45707608,3,通信设备,1,1,0
20260813,688265,南模生物,52.42,20.009157180786133,288832128,4086847351.46,4086847351.46,7.6258697509765625,1,103526,103526,31725108,0,医疗服务,1,1,1
20260813,002644,佛慈制药,8.8,10.0,221910328,4493781600.0,4493781670.400001,5.032919406890869,1,103618,103739,15894560,1,中药Ⅱ,1,1,0
20260813,000593,德龙汇能,27.8,10.011872291564941,978570816,9965832098.2,9969942022.4,10.249475479125977,2,104218,104218,55467644,0,燃气Ⅱ,10,6,0
20260813,601026,道生天合,16.63,9.986772537231445,215261794,1847355024.6999998,10965822000.0,12.047411918640137,1,104340,104507,40857648,1,风电设备,1,1,1
20260813,301520,万邦医药,88.68,20.0,1276425648,2899697925.2400002,8262437357.64,49.284812927246094,1,104445,105739,29576730,5,医疗服务,3,2,0
20260813,300534,陇神戎发,18.92,19.97463607788086,1730725296,5714814152.960001,5739287551.360001,34.107261657714844,1,105515,105515,17417600,0,中药Ⅱ,1,1,0
20260813,300937,药易购,31.7,19.984859466552734,553077440,2056194569.3999999,3032633819.4,29.427255630493164,1,111318,111318,63729680,0,医药商业,1,1,0
20260813,688137,近岸蛋白,64.0,20.00749969482422,425013696,4474716992.0,4474716992.0,10.416213035583496,1,111637,111637,43492864,0,生物制品,1,1,1
20260813,002921,联诚精密,24.63,10.00446605682373,223844508,3163554291.9,3669134228.0099998,7.310558319091797,1,112109,112109,65391418,0,汽车零部,1,1,0
20260813,603903,中持股份,14.2,9.992254257202148,224510630,3625536616.0,3625536616.0,6.3573760986328125,1,130015,130015,18843400,0,环境治理,1,1,1
20260813,301060,兰卫医学,11.96,19.95987892150879,426154368,4307590227.72,4790183415.68,10.651450157165527,1,130412,130412,50473627,0,医疗服务,1,1,0
20260813,000695,滨海能源,14.39,10.015290260314941,238451984,3191862290.21,3334913280.21,7.716381072998047,1,130415,130415,17070857,0,电池,1,1,0
20260813,603890,春秋电子,20.45,10.005379676818848,768265952,9137707508.35,9137707528.8,8.73945426940918,1,130526,130556,45793480,1,消费电子,1,1,1
20260813,002543,万和电气,7.33,10.060060501098633,141613930,4849660680.33,5450588000.0,3.03629732131958,1,132533,132600,20987285,1,厨卫电器,1,1,0
20260813,603998,方盛制药,10.77,10.010213851928711,414457088,4728906247.2,4728906247.2,9.05496883392334,1,132703,134321,47330057,1,中药Ⅱ,1,1,1
20260813,000006,深振业Ａ,7.7,10.0,284308688,10394883314.2,10394961808.0,2.877089262008667,1,132727,132727,36384579,0,房地产开,1,1,0
20260813,603191,望变电气,16.94,10.0,626222064,5589600984.660001,5589601001.6,11.903421401977539,2,133402,144702,11812262,1,电网设备,2,2,1
20260813,601991,大唐发电,6.92,10.015897750854492,5966665984,85780936613.52,128066436853.76,7.243410110473633,1,134501,134501,377052579,0,电力,1,1,1
20260813,002724,海洋王,6.16,10.0,132488055,3497494628.32,4752427680.0,3.928148031234741,1,140048,140048,47744065,0,照明设备,1,1,0
20260811,603758,秦安股份,12.68,9.973980903625488,56683417,5491911501.32,5491911488.64,1.032125473022461,3,92500,92500,119543223,0,汽车零部,3,3,1
20260811,000802,北京文化,5.17,10.0,254059151,3699362505.85,3701204323.52,6.86764669418335,2,92500,92500,254428500,0,影视院线,2,2,0
20260811,300862,蓝盾光电,27.37,19.99123191833496,17084901,4145761461.59,5052991977.74,0.4121052622795105,2,92500,92500,764479681,0,通用设备,2,2,0
20260811,600721,百花医药,12.75,10.008627891540527,851697296,4902982346.25,4902982308.0,17.37911033630371,6,92501,93034,340775803,1,医疗服务,6,6,1
20260811,600683,京投发展,10.68,9.989701271057129,103497216,7911504735.96,7911504768.0,1.3081930875778198,2,92503,92503,74588052,0,房地产开,2,2,1
20260811,002248,华东数控,11.06,10.049751281738281,239822220,3400901336.0,3400901336.0,7.077733993530273,2,93000,93000,137236904,0,通用设备,2,2,0
20260811,002329,皇氏集团,3.82,10.086455345153809,196008510,2489084969.68,3179783218.8799996,7.93894100189209,2,93009,93221,51796908,1,饮料乳品,2,2,0
20260811,603188,亚邦股份,4.88,9.909910202026367,107272534,2782429600.0,2782429600.0,3.8673553466796875,2,93018,93018,26073352,0,化学制品,2,2,1
20260811,600272,开开实业,15.7,10.021023750305176,752039616,2512000000.0,4123635536.5,30.274681091308594,4,93109,133836,18700270,21,医药商业,4,4,1
20260811,002721,金一文化,3.05,10.10830307006836,732228768,8111104775.75,8111104754.4,9.163700103759766,1,93133,93133,58624355,0,饰品,5,3,0
20260811,002585,双星新材,10.52,10.041841506958008,622982112,9328680841.68,12006713836.16,6.807700157165527,1,93236,93236,136324472,0,塑料,1,1,0
20260811,603797,联泰环保,5.05,10.0217866897583,157247620,2911856209.5,2911856179.2,5.492483139038086,2,93338,93720,13315436,2,环境治理,2,2,1
