代码,SECUCODE,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日,_absnet,in_streak,连板数,有机构,机构买入家数,净买亿,买亿,卖亿,阶段
002918,002918.SZ,蒙娜丽莎,20260514,主力做T，成功率34.60%,16.94,10.0,714540.960000008,141803924.35,141089383.39,282893307.74,1198628722.0,0.059613201894,23.601412392986,12.4058,3628405365.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.97638725,-1.00354191,-17.29634002,-11.68831169,714540.960000008,True,5,False,,0.00714540960000008,1.4180392435,1.4108938339,高位(5板+)
603137,603137.SH,恒尚节能,20260615,上海资金买入，成功率45.32%,12.94,10.034,-655203.6,15178788.0,15833991.6,31012779.6,34931491.0,-1.875681745162,88.781723059001,1.483,2367157341.96,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.9690881,20.94281298,60.97372488,150.15455951,655203.6,True,1,False,,-0.006552036,0.15178788,0.158339916,低位(1-2板)
000004,000004.SZ,国华退,20260703,普通席位买入，成功率28.02%,0.45,9.7561,481476.41,1758769.41,1277293.0,3036062.41,2673076.0,18.012073356687,113.579352401503,4.9627,56830080.6,退市整理期,-8.88888889,-11.11111111,2.22222222,,481476.41,True,6,False,,0.0048147641,0.0175876941,0.01277293,高位(5板+)
002963,002963.SZ,豪尔赛,20260804,4家机构买入，成功率40.00%,15.99,9.9725,467032.82,55520225.0,55053192.18,110573417.18,176279483.0,0.264938841465,62.726197795804,4.0691,2387951988.63,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.00625391,21.01313321,25.64102564,13.75859912,467032.82,True,3,True,4.0,0.0046703282,0.55520225,0.5505319218,中位(3-4板)
002323,002323.SZ,*ST雅博,20260527,西藏自治区资金买入，成功率17.82%,1.33,4.7244,-463866.879999999,22735798.87,23199665.75,45935464.62,332399344.0,-0.139551081665,13.819360792722,10.9069,2820252952.86,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.26315789,10.52631579,19.54887218,16.54135338,463866.879999999,True,3,False,,-0.00463866879999999,0.2273579887,0.2319966575,中位(3-4板)
000004,000004.SZ,国华退,20260629,普通席位买入，成功率40.00%,0.31,10.7143,454057.0,1350856.0,896799.0,2247655.0,2794103.0,16.250546239706,80.442811163368,7.3813,39149611.08,退市整理期,9.67741935,19.35483871,32.25806452,64.51612903,454057.0,True,2,False,,0.00454057,0.01350856,0.00896799,低位(1-2板)
600491,600491.SH,ST龙元,20260702,西藏自治区资金买入，成功率42.15%,1.02,5.1546,430477.0,6335628.0,5905151.0,12240779.0,55022439.0,0.782366263335,22.246885493389,0.3241,1560353114.1,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,9.80392157,20.58823529,39.21568627,19.60784314,430477.0,True,2,False,,0.00430477,0.06335628,0.05905151,低位(1-2板)
000017,000017.SZ,深中华A,20260825,1家机构买入，成功率32.47%,8.6,9.9744,-416771.400000006,112254739.0,112671510.4,224926249.4,566604911.0,-0.073555910284,39.697193764704,13.1245,4185965919.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,21.04651163,,,416771.400000006,True,4,True,1.0,-0.00416771400000006,1.12254739,1.126715104,中位(3-4板)
600730,600730.SH,*ST高科,20260511,普通席位买入，成功率40.34%,10.9,5.0096,360130.399999999,46488134.0,46128003.6,92616137.6,380864117.0,0.094556137983,24.317370281433,0.3291,6394550421.8,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.04587156,5.50458716,19.90825688,18.99082569,360130.399999999,True,6,False,,0.0036013039999999896,0.46488134,0.461280036,高位(5板+)
000004,000004.SZ,国华退,20260630,普通席位买入，成功率54.30%,0.34,9.6774,284993.4,638369.4,353376.0,991745.4,815800.0,34.934224074528,121.567222358421,1.9436,42938283.12,退市整理期,8.82352941,20.58823529,17.64705882,,284993.4,True,3,False,,0.002849934,0.0063836940000000005,0.00353376,中位(3-4板)
603828,603828.SH,*ST利达,20260507,普通席位买入，成功率42.72%,5.28,4.9702,247965.66,15023850.0,14775884.34,29799734.34,118248297.0,0.209699138415,25.200983943135,0.322,3146561220.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,4.92424242,10.22727273,11.36363636,10.60606061,247965.66,True,3,False,,0.0024796566,0.1502385,0.1477588434,中位(3-4板)
000004,000004.SZ,国华退,20260701,普通席位买入，成功率64.44%,0.37,8.8235,-222177.0,1635690.0,1857867.0,3493557.0,4161907.0,-5.338346099516,83.941255775297,9.1144,46726955.16,退市整理期,10.81081081,21.62162162,2.7027027,,222177.0,True,4,False,,-0.00222177,0.0163569,0.01857867,中位(3-4板)
003032,003032.SZ,传智教育,20260805,主力做T，成功率7.89%,11.73,10.0375,0.0,1960859563.4,1960859563.4,1960859563.4,1960859563.4,0.0,100.0,18.7864,3336969261.84,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券,-6.64961637,-1.96078431,10.05967604,13.21398124,0.0,True,8,False,,0.0,19.608595634,19.608595634,高位(5板+)
001259,001259.SZ,利仁科技,20260519,主力做T，成功率3.20%,73.21,10.0075,0.0,946214481.01,946214481.01,946214481.01,946214481.01,0.0,100.0,6.3678,3480732771.79,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券,9.99863407,20.20215818,0.27318672,-8.29393396,0.0,True,7,False,,0.0,9.4621448101,9.4621448101,高位(5板+)
603221,603221.SH,爱丽家居,20260730,2家机构买入，成功率15.63%,20.49,9.9839,0.0,131204100.0,131204300.0,131204100.0,131204200.0,-0.000152434145,99.999923782928,1.367,4964112300.0,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,10.00488043,20.98584675,46.5739546,31.52569526,0.0,True,8,True,2.0,0.0,1.312041,1.312043,高位(5板+)
